"product_id","short_description","full_description","meta_title","meta_keywords","full_image_description","full_text_description"
459,오이맛고추는 크고 아삭하며 신선합니다. 맵지 않고 고기와 함께 먹거나 오이밥에 곁들이면 맛있습니다. 크기가 통통하고 싱싱하여 무침으로도 좋습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123685085_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/123685085_1_23a9446f.jpg""]",
460,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/134784618_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/134784618_1_7c4b95f7.jpg""]",
461,"싱싱하고 맛있는 풋고추로, 매운 것과 안매운 것이 적절히 섞여 있습니다. 크기도 크고 아삭한 식감이 좋으며, 다양한 요리에 활용도가 높습니다. 신선도와 품질이 우수하여 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/106382983_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/106382983_1_fa50c02c.jpg""]",
462,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071183227_0_afa7f72d.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071183227_1_2d899c8c.jpg""]",
463,"밀양 깻잎의 신선함과 향긋한 맛이 돋보입니다. 크기가 크고 균일하여 요리하기 편리하며, 쌈과 튀김 등 다양한 요리에 활용도가 높습니다. 가격도 합리적이어서 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122107392_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122107392_1_f62ebad3.jpg""]",
464,"신선하고 향긋한 깻잎으로, 세척되어 편리합니다. 크기가 크고 맛있어 고기와 함께 즐기기 좋습니다. 가격 대비 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000005215_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000005215_1_f62ebad3.jpg""]",
465,"청상추는 신선하고 맛있으며 크기도 적당합니다. 특히 싱싱하고 부드러워 고기와 함께 먹기 좋고, 샌드위치나 비빔밥에도 잘 어울립니다. 또한 오래가고 아삭한 식감이 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/009153365_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/009153365_1_65592719.jpg""]",
466,신선하고 맛있는 적상추가 인기입니다. 부드러운 식감과 넉넉한 양으로 고객 만족도가 높습니다. 가성비가 좋고 다양한 요리에 활용도가 높아 자주 구매하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/009153314_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/009153314_1_d0394603.jpg""]",
467,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/101325023_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/101325023_1_6233831d.jpg""]",
468,"신선하고 맛있는 혼합상추로 고객 만족도가 높습니다. 두 가지 종류가 섞여 있어 다양한 요리에 활용도가 높으며, 손질이 잘 되어 있어 먹기 편합니다. 가격 대비 품질이 우수하여 재구매율이 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120197528_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/120197528_1_68ea78ee.jpg""]",
469,다양한 종류의 신선하고 맛있는 쌈채소가 푸짐하게 들어있어 만족스럽습니다. 가격도 합리적이고 품질도 우수해 자주 구매하는 제품입니다. 특히 고기와 함께 먹기 좋고 건강에도 좋습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071037954_0_f922949f.jpg""]",
2710,홈플페이 10%쿠폰할인,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071202684_0_386da529.jpg""]",
471,"신선하고 알찬 알배기 배추로 고객 만족도가 높습니다. 가격도 저렴하고 배송도 빠르며, 특히 샤브샤브나 된장국에 활용하기 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069000125_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069000125_1_831ef444.jpg""]",
472,"쌈배추가 신선하고 달콤하며 아삭한 식감으로 인기가 높습니다. 특히 수육이나 보쌈과 함께 먹으면 맛이 좋고, 양도 넉넉해서 가성비가 좋습니다. 또한 깨끗하고 고소하여 다양한 요리에 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069000148_0_d3fba536.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069000148_1_d5dc8f08.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069000148_2_373307e8.jpg""]",
473,"케일이 신선하고 맛있으며 건강에 좋습니다. 크기와 질감이 적당하여 쌈, 주스, 샐러드로 다양하게 활용할 수 있습니다. 가격도 합리적이고 배송도 빠릅니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/130243505_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/130243505_1_a773ed19.jpg""]",
474,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105550826_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105550826_1_c70adf20.jpg""]",
475,"미니 쌈추는 신선하고 맛있으며 크기가 적당합니다. 쌈으로 먹거나 샤브샤브에 넣어도 좋고, 달큰한 맛이 특징입니다. 혼자 먹기에 딱 좋은 양으로, 고기와 함께 즐기기에 완벽합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113062232_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/113062232_1_32cbb12e.jpg""]",
476,"당귀는 고기와 함께 먹을 때 필수적인 쌈 채소로, 향긋하고 맛있습니다. 특히 돼지고기와 궁합이 좋아 느끼함을 잡아주며, 입맛을 살려줍니다. 또한 신선하고 싱싱하여 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128504494_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128504494_1_ac8874de.jpg""]",
477,"치커리는 신선하고 맛있으며, 샐러드나 무침으로 활용도가 높습니다. 특히 고기나 튀김과 함께 먹으면 느끼함을 줄여주고 입맛을 돋워줍니다. 또한 건강에 좋아 자주 구매하는 고객들이 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/107347506_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/107347506_1_cf5c3334.jpg""]",
478,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/130242938_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/130242938_1_b84b19a1.jpg""]",
479,"크고 신선한 무로 다양한 요리에 활용도가 높습니다. 특히 국물 요리에 시원한 맛을 더해주며, 깍두기나 무생채로도 맛있게 즐길 수 있습니다. 가격 대비 만족도가 높고 보관성도 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112281361_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112281361_1_9359f5f5.jpg""]",.
480,"열무가 신선하고 아삭하며 품질이 우수합니다. 특히 다듬을 것이 거의 없어 편리하고, 김치 담그기에 적합합니다. 또한 배송이 빠르고 양도 적당해 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/115406377_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/115406377_1_57266f77.jpg""]",
481,"봄동이 싱싱하고 맛있으며 양도 풍부합니다. 달달하고 아삭한 식감으로 다양한 요리에 활용 가능하며, 특히 무침과 샤브샤브로 즐기기 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000005037_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000005037_1_27871f39.jpg""]",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { } BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { POSITION: relative; VISIBILITY: hidden } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
482,"얼갈이가 싱싱하고 부드러워 다양한 요리에 활용도가 높습니다. 특히 된장국과 김치로 맛있게 즐기며, 양도 넉넉해 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/103628861_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/103628861_1_100e9cce.jpg""]",BLOCKQUOTE { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } P { MARGIN-TOP: 0px; MARGIN-BOTTOM: 0px } v\:* { BEHAVIOR: url(#default#VML) } o\:* { BEHAVIOR: url(#default#VML) }.shape { BEHAVIOR: url(#default#VML) } x\:* { VISIBILITY: hidden; POSITION: relative } TD { WORD-BREAK: break-all } BODY { WORD-BREAK: break-all } UL { } OL { }
483,"생목이버섯의 신선함과 쫄깃한 식감이 돋보입니다. 잡채나 마라탕에 활용하기 좋고, 아이들도 좋아합니다. 불리지 않고 바로 사용할 수 있어 편리하며, 요리의 완성도를 높여줍니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/111643682_0_c6b7a79b.jpg""]",
484,"아위 머쉬마루 버섯은 신선하고 쫄깃한 식감으로 인기가 높습니다. 특히 고기와 함께 구워 먹거나 찌개에 넣어 먹으면 맛이 좋습니다. 또한 1+1 행사로 저렴하게 구매할 수 있어 경제적이며, 다양한 요리에 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070848169_0_f0f2dbfd.jpg""]",
485,"탱탱하고 쫄깃한 버섯으로, 싱싱하고 오래 보관이 가능합니다. 느타리보다 더 맛있어 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071172799_0_c10d5348.jpg""]",
555,"상큼하고 딜콤한 맛으로 인기 있는 소스입니다. 새콤달콤한 맛이 특징이며, 샐러드와 잘 어울려 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/126557192_0_a0a299c1.jpg""]",
486,"느타리 버섯은 신선하고 맛있으며, 다양한 요리에 활용도가 높습니다. 특히 친환경 제품으로 영양가가 높고 식감이 좋아 고객 만족도가 높습니다. 가격 대비 양도 넉넉하여 가성비가 뛰어납니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070470027_0_14fe9224.jpg""]",
487,"신선하고 쫄깃한 느타리버섯이 맛있고 가성비가 좋습니다. 적당한 양으로 다양한 요리에 활용하기 좋으며, 특히 샤브샤브와 찌개에 잘 어울립니다. 친환경 제품으로 안심하고 구매할 수 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122354035_0_f1e04f51.jpg""]",
488,"고기 느타리버섯은 신선하고 쫄깃한 식감으로 인기가 높습니다. 특히 부드럽고 감칠맛이 좋아 다양한 요리에 활용도가 높습니다. 볶음, 탕, 파스타 등에 잘 어울리며, 가성비도 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/129191146_0_6e1a72b0.jpg""]",
489,"신선하고 쫄깃한 맛타리버섯은 양이 많고 다양한 요리에 활용도가 높습니다. 특히 비빔밥, 전, 볶음 등에 좋으며, 건강에도 좋은 식재료입니다. 가격도 저렴하고 배송도 빨라 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/127572684_0_8669d5d2.jpg""]",
490,"신선하고 맛있는 버섯으로 고객 만족도가 높습니다. 소용량이라 한 끼 먹기 좋고, 가성비도 뛰어납니다. 특히 쫄깃한 식감과 향이 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/102505173_0_6c1c2e2c.jpg""]",
491,"7색 모듬버섯이 신선하고 다양하여 매우 만족스럽습니다. 샤브샤브, 전골, 부대찌개 등 다양한 요리에 활용도가 높으며, 특히 맛과 식감이 뛰어납니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070418684_0_834d9e2b.jpg""]",
492,"버섯의 품질과 신선도가 우수하며, 샤브샤브나 전골에 특히 적합합니다. 가성비가 좋고 양도 많아 자주 구매하는 제품입니다. 배송도 빠르고 전반적인 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070850690_0_972cce77.jpg""]",
493,"다양한 요리에 활용도가 높은 제품으로, 특히 모둠버섯찌개와 구이용으로 맛있게 사용할 수 있습니다. 여러 종류의 버섯이 함께 들어있어 편리하고 맛있어 재구매하는 고객들이 많습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/114429518_0_2955d7f1.jpg""]",
494,"신선하고 다양한 요리에 활용 가능한 새송이버섯입니다. 특히 고기와 함께 구워 먹으면 맛이 좋고, 식감이 뛰어나며 양도 넉넉합니다. 친환경 제품으로 안전하고, 손질이 잘 되어 있어 사용이 편리합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068657697_0_d914ade4.jpg""]",
495,"미니새송이버섯은 신선하고 다양한 요리에 활용도가 높습니다. 크기가 작아 사용하기 편리하며, 특히 파스타, 장조림, 볶음 요리에 적합합니다. 쫄깃한 식감과 풍부한 버섯 향으로 맛있고, 가격도 합리적이어서 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068658051_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068658051_1_dc4e7583.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/068658051_2_24793cc2.jpg""]",
496,"만가닥버섯은 식감이 쫄깃하고 신선하며 향이 좋습니다. 다양한 요리에 활용도가 높고, 특히 찌개나 볶음용으로 인기가 많습니다. 또한 1인 가구에 적합한 소량 포장으로 편리하고 가성비가 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/052613342_0_8db2b5b5.jpg""]",
497,"새송이 버섯이 신선하고 맛있습니다. 슬라이스되어 있어 편리하며, 한 끼 먹기에 적당한 양입니다. 고기와 함께 구워 먹거나 요리에 활용하기 좋습니다. 소포장이라 사용하기 편리하고 위생적입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/052613244_0_d596aa19.jpg""]",
498,"양송이 버섯이 신선하고 맛있어 고객 만족도가 높습니다. 크기와 상태가 좋아 요리에 활용도가 높으며, 특히 고기와 함께 먹거나 파스타에 넣어 먹기 좋습니다. 가격 대비 만족스러운 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112129247_0_69a1b9c8.jpg""]",
499,"팽이버섯은 신선하고 맛있으며 다양한 요리에 활용도가 높습니다. 특히 고기와 찌개에 잘 어울리고, 개별 포장되어 보관이 편리합니다. 가격도 저렴하여 가성비가 좋고 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070470062_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070470062_1_66c91691.jpg""]",
500,팽이버섯이 신선하고 양이 풍부하며 다양한 요리에 활용도가 높습니다. 특히 식감이 좋고 가성비가 뛰어나 자주 구매하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/114666185_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/114666185_1_66c91691.jpg""]",
501,신선하고 맛있는 표고버섯이 인기가 많습니다. 크기도 크고 양도 많아 다양한 요리에 활용도가 높습니다. 특히 향과 식감이 좋아 고객 만족도가 높습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/070888599_0_893e538b.jpg""]",
502,"표고버섯의 신선도와 품질이 뛰어나며, 향과 식감이 좋습니다. 다양한 요리에 활용도가 높고, 특히 육수와 찌개에 넣으면 풍미가 좋습니다. 크기도 적당하고 가성비가 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/067765547_0_f5b6f6f4.jpg""]",
503,"화고버섯은 맛과 식감이 뛰어나며 다양한 요리에 활용도가 높습니다. 특히 신선하고 쫄깃한 식감으로 인기가 많으며, 고기보다 더 맛있다는 평가를 받고 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122853930_0_7e074ef0.jpg""]",
611,"튜브형 생강 제품은 사용과 보관이 매우 편리합니다. 특히 요리할 때 간편하게 쓸 수 있어 좋으며, 생강 향도 진합니다. 또한 보관성이 뛰어나 필수품으로 자리 잡았습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069149066_0_bc68b57c.jpg""]",
504,"계절 한정 버섯으로 고급스럽고 맛있습니다. 아삭한 식감과 좋은 향이 특징이며, 모든 종류가 맛있어 추천할 만합니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071161622_0_d3fba536.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071161622_1_95d65884.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/071161622_2_373307e8.jpg""]",
505,"신선하고 두꺼운 근대로 다양한 요리에 활용도가 높습니다. 특히 국, 된장국, 스무디에 좋으며, 샐러드나 쌈으로도 맛있습니다. 또한 이유식으로도 적합하여 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000004839_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000004839_1_80211b0c.jpg""]",
506,"아욱은 신선하고 부드러워 맛있는 국을 끓이기에 좋습니다. 특히 된장국과 잘 어울리며, 시원하고 칼칼한 맛이 일품입니다. 또한 가격이 합리적이고 양도 적당해 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000004847_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/000004847_1_58784fa0.jpg""]",
507,미나리가 신선하고 향긋하며 부드럽습니다. 다양한 요리에 활용도가 높고 특히 샤브샤브와 무침에 좋습니다. 가성비도 좋아 자주 구매하는 제품입니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112250864_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112250864_1_aa1661fb.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/112250864_2_3f855aa0.jpg""]",
508,"부추가 신선하고 맛있습니다. 길고 굵어서 품질이 좋고, 다양한 요리에 활용도가 높습니다. 특히 부추전과 고기 요리에 잘 어울리며, 가격도 저렴해 가성비가 좋습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069674496_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069674496_1_d5ca9aea.jpg""]",
509,"청경채가 신선하고 맛있으며 양도 많습니다. 가격도 저렴하고 품질이 좋아 고객 만족도가 높습니다. 볶음, 샤브샤브 등 다양한 요리에 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137936130_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137936130_1_436ff080.jpg""]",
510,"쑥갓은 신선하고 향긋하며 다양한 요리에 활용도가 높습니다. 특히 동태탕, 어묵탕, 꽃게탕 등의 탕요리에 잘 어울리고, 우동이나 라면의 토핑으로도 좋습니다. 양은 적지만 가격이 저렴하고 품질이 좋아 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137525173_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/137525173_1_1caa36a6.jpg""]",
511,참나물의 신선함과 향긋한 맛이 돋보입니다. 생채로 무치거나 데쳐서 다양하게 요리할 수 있어 인기가 높습니다. 특히 고기와 함께 먹으면 더욱 맛있습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757892_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757892_1_05df5d41.jpg""]",
512,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/121032757_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/121032757_1_d0c2cb77.jpg""]",
513,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104754712_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104754712_1_db0bfab6.jpg""]",
514,"공심채는 신선하고 맛있으며 빠르게 익어 요리하기 편리합니다. 특히 볶음 요리에 적합하고, 고기나 계란과 함께 조리하면 맛이 좋습니다. 또한 가성비가 좋아 자주 구매하는 제품이며, 퀄리티도 높아 고객 만족도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128504534_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/128504534_1_a03a4320.jpg""]",
515,취나물이 신선하고 향긋하며 맛있습니다. 양도 풍부하고 품질이 좋아 고객 만족도가 높습니다. 다양한 요리법으로 즐길 수 있어 인기가 많습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757905_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757905_1_7167966e.jpg""]",
516,신선하고 양이 많은 세발나물은 제철 식품으로 인기가 높습니다. 겉절이나 소스와 함께 먹어도 식감이 좋아 다양하게 활용할 수 있습니다.,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_1_d5479e7f.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_2_4ec4fc83.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_3_d85fe288.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_4_ab9a7664.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/105138516_5_f0425685.jpg""]",
517,"깻순이 싱싱하고 향긋하며 부드럽습니다. 양이 넉넉하고 가성비가 좋아 자주 구매하는 상품입니다. 나물, 샐러드, 탕 등 다양한 요리에 활용도가 높습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/107347426_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/107347426_1_b343134e.jpg""]",
518,"신선하고 깨끗한 돌나물로 맛과 품질이 뛰어납니다. 이물질 없이 싱싱하며, 자주 구매하는 고객들에게 특히 인기가 있습니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757526_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/104757526_1_e6cc0049.jpg""]",
519,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122916010_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/122916010_1_fb775bb5.jpg""]",
681,,,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069457431_0_7e3cb5fa.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/069457431_1_98632456.jpg""]",
520,"시금치가 신선하고 맛있습니다. 가격 대비 품질이 우수하며, 잡채나 된장국에 활용하기 좋습니다. 배송도 빠르고 편리해 자주 구매하는 제품입니다.",,,,"[""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/114917044_0_53a942f5.jpg"", ""https://self-json-backup.s3.ap-northeast-2.amazonaws.com/homeplus/product_detail/114917044_1_d213360c.jpg""]",
